RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,1/31/00,2/29/00,3/31/00,4/30/00,5/31/00,6/30/00,7/31/00,8/31/00,9/30/00,10/31/00,11/30/00,12/31/00,1/31/01,2/28/01,3/31/01,4/30/01,5/31/01,6/30/01,7/31/01,8/31/01,9/30/01,10/31/01,11/30/01,12/31/01,1/31/02,2/28/02,3/31/02,4/30/02,5/31/02,6/30/02,7/31/02,8/31/02,9/30/02,10/31/02,11/30/02,12/31/02,1/31/03,2/28/03,3/31/03,4/30/03,5/31/03,6/30/03,7/31/03,8/31/03,9/30/03,10/31/03,11/30/03,12/31/03,1/31/04,2/29/04,3/31/04,4/30/04,5/31/04,6/30/04,7/31/04,8/31/04,9/30/04,10/31/04,11/30/04,12/31/04,1/31/05,2/28/05,3/31/05,4/30/05,5/31/05,6/30/05,7/31/05,8/31/05,9/30/05,10/31/05,11/30/05,12/31/05,1/31/06,2/28/06,3/31/06,4/30/06,5/31/06,6/30/06,7/31/06,8/31/06,9/30/06,10/31/06,11/30/06,12/31/06,1/31/07,2/28/07,3/31/07,4/30/07,5/31/07,6/30/07,7/31/07,8/31/07,9/30/07,10/31/07,11/30/07,12/31/07,1/31/08,2/29/08,3/31/08,4/30/08,5/31/08,6/30/08,7/31/08,8/31/08,9/30/08,10/31/08,11/30/08,12/31/08,1/31/09,2/28/09,3/31/09,4/30/09,5/31/09,6/30/09,7/31/09,8/31/09,9/30/09,10/31/09,11/30/09,12/31/09,1/31/10,2/28/10,3/31/10,4/30/10,5/31/10,6/30/10,7/31/10,8/31/10,9/30/10,10/31/10,11/30/10,12/31/10,1/31/11,2/28/11,3/31/11,4/30/11,5/31/11,6/30/11,7/31/11,8/31/11,9/30/11,10/31/11,11/30/11,12/31/11,1/31/12,2/29/12,3/31/12,4/30/12,5/31/12,6/30/12,7/31/12,8/31/12,9/30/12,10/31/12,11/30/12,12/31/12,1/31/13,2/28/13,3/31/13,4/30/13,5/31/13,6/30/13,7/31/13,8/31/13,9/30/13,10/31/13,11/30/13,12/31/13,1/31/14,2/28/14,3/31/14,4/30/14,5/31/14,6/30/14,7/31/14,8/31/14,9/30/14,10/31/14,11/30/14,12/31/14,1/31/15,2/28/15,3/31/15,4/30/15,5/31/15,6/30/15,7/31/15,8/31/15,9/30/15,10/31/15,11/30/15,12/31/15,1/31/16,2/29/16,3/31/16,4/30/16,5/31/16,6/30/16,7/31/16,8/31/16,9/30/16,10/31/16,11/30/16,12/31/16,1/31/17,2/28/17,3/31/17,4/30/17,5/31/17,6/30/17,7/31/17,8/31/17,9/30/17,10/31/17,11/30/17,12/31/17,1/31/18,2/28/18,3/31/18,4/30/18,5/31/18,6/30/18,7/31/18,8/31/18,9/30/18,10/31/18,11/30/18,12/31/18,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20,10/31/20,11/30/20,12/31/20,1/31/21,2/28/21,3/31/21,4/30/21,5/31/21,6/30/21,7/31/21,8/31/21,9/30/21,10/31/21,11/30/21,12/31/21,1/31/22,2/28/22
3263,1550,Winchester City,County,VA,VA,Winchester,51,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212556,211978,211427,210383,209079,207655,206180,204895,203636,202424,201306,200425,199831,199559,199340,198993,198504,197848,197068,196268,195772,195206,194594,193758,193123,192520,191992,191716,191358,191288,190769,190659,190289,189988,189538,189261,189153,189136,188987,188825,188405,188088,187791,187679,187621,187656,187768,187948,188159,188321,188204,187947,187672,187531,187464,187424,187218,187015,186829,187017,187208,187561,187893,188372,188863,189124,189302,189405,189573,189771,189670,189524,189254,189198,189242,189397,189004,188423,187874,187780,187846,187855,187892,187930,188041,188205,188532,188819,189238,189559,190007,190367,190785,191217,191693,192191,192584,193121,193728,194272,194844,195478,196026,196549,197024,197805,198544,199250,199933,200688,201483,202369,203263,204136,204859,205510,206101,206660,207315,208020,209039,210167,211562,212926,213695,214355,215150,216482,217692,217252,216651,215946,216421,216904,217546,218596,219803,221075,221850,222541,223170,224916,226712,230468,233676,237098,239323,241729,244555,246892,249584,251685,253629,255004,258373,261705,264997
2557,1551,Stephens County,County,GA,GA,Toccoa,13,257,76923,77297,77509,77974,78321,78726,79135,79586,79968,80372,80922,81629,82537,83048,83558,83739,84224,84604,85056,85395,85717,86113,86442,86819,87144,87516,87834,88048,88432,88765,89254,89622,90120,90588,90886,91144,91308,91578,91857,92016,92176,92134,92246,92420,92760,93108,93406,93762,94134,94473,94723,94893,95192,95541,95926,96304,96737,97291,97655,97847,97705,97776,97978,98455,98951,99347,99779,100070,100481,100901,101269,101686,102027,102403,102640,102880,103148,103403,103583,103949,104321,104944,105219,105633,105856,106112,106354,106546,106764,106665,106355,106309,106356,106667,106630,106626,106549,106603,106462,106093,105430,105002,104624,104284,103739,103354,103017,102820,102636,102505,102278,101784,101077,100141,99312,98498,97736,96805,96153,95555,95111,94652,94343,94285,93975,93646,93149,92812,92265,91690,90766,90025,89184,88661,87975,87298,86729,86261,85878,85373,84749,84122,83637,83145,82731,82398,82295,82228,82058,81954,81895,82008,82251,82526,82960,83420,83934,84290,84649,85026,85491,85923,86415,86786,87222,87656,88288,88886,89395,89772,90133,90517,91025,91545,92145,92526,92904,93077,93326,93588,93821,94028,94272,94605,95063,95509,95941,96244,96585,96964,97624,98206,98879,99366,99948,100430,100898,101201,101588,101845,102107,102322,102590,102985,103406,103916,104374,104921,105364,105792,106274,106755,107409,108054,108462,108789,109093,109780,110446,111166,111967,112836,113502,114002,114463,114976,115588,116144,116400,116755,117303,118158,118981,119719,120500,121187,121724,122150,121854,121592,121361,121993,122640,123264,123840,124354,125022,125312,125670,126013,127217,128601,131294,133173,135194,136403,138099,139968,141691,143622,145452,145788,145893,148288,151900,156864
2493,1552,Randolph County,County,IN,IN,,18,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60136,60145,60222,60342,60469,60520,60384,60176,59972,59970,59901,59821,59615,59763,59730,59746,59580,59523,59452,59267,59163,59173,59295,59681,60207,60605,60721,60586,60698,60751,60838,60665,60729,60852,61138,61175,61281,61372,61659,61703,61835,62027,62428,62738,63088,63395,63955,64332,64752,64926,65233,65351,65462,65457,65519,65485,65733,66172,66732,67033,67449,67871,68303,68690,69061,69445,69783,70250,70683,70988,71328,71665,71987,72243,72627,73216,73826,74447,74944,75499,76035,76598,77148,77578,77858,78070,78450,78938,79485,79990,80508,81022,81406,81773,82011,82242,82514,82747,82923,84600,86275,88098,88512,88958,89305,89475,89623,89721,89884,90057,90372,90687,91504,92418,94624,96635,98701,99475,100206,100985,101846,102709,103537,104402,105056,106343,107668,109275
2683,1553,Dickinson County,County,MI,MI,Iron Mountain,26,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76127,75797,75734,75749,76293,77397,78403,79357,79814,80359,80709,81217,81114,81072,81694,82601,83910,84839,85958,86813,87278,87600,87683,87886,87822,87906,87571,87317,87203,87749,88553,89317,89681,89874,89947,90136,90328,90446,90286,90217,90349,91029,91930,92949,93558,94115,94467,95031,95517,95869,95897,95886,96039,96702,97565,98464,99113,99710,100301,101010,101485,101832,101916,102067,102402,103037,103929,104717,105152,105380,105519,105864,106249,106737,107029,107382,107723,108392,109227,109707,109830,109556,109428,109378,109629,109431,109035,108459,108553,108400,108468,109216,110478,112579,114337,116446,117900,119585,121313,123044,124440,125734,126255,126635,127929,129752,130719
2653,1554,Cheboygan County,County,MI,MI,,26,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110038,109948,109763,109642,109411,108509,106390,105987,106097,107089,106689,106816,107176,107371,107525,108116,109212,110655,112184,113485,114336,114661,114704,114740,115600,116297,117287,117514,118188,118586,119262,119848,120474,118536,116444,114130,114667,115711,116554,117756,118803,120493,121634,122064,122176,119720,117687,115522,115500,115863,116246,116740,116890,117656,117330,116868,115767,115879,116347,116939,117493,117791,118319,118643,119042,119716,120565,121335,121697,122580,123336,124091,124372,124885,125558,126228,126971,127292,127741,128231,128969,129981,130683,131335,131308,131473,131769,132231,132566,135569,139062,142457,143476,144356,145202,145444,145113,144654,144594,144529,144486,144451,145210,146120,147296,148664,151333,153636,156028,158640,161777,164444,166282,168148,170474,173089,175651,178164,179634,182587,184667,186063
2738,1556,Jefferson County,County,ID,ID,Idaho Falls,16,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195637,195117,194882,193744,191991,189516,187055,184944,183142,181582,180219,179020,178117,177362,177004,176415,175726,174294,172581,170953,169393,167977,166447,164980,163726,162676,162424,162321,161579,160505,159674,159807,160064,160129,160117,160378,160806,161396,161990,162680,163304,163684,164209,164819,165665,166545,167467,168426,169672,171073,172503,173571,174477,175221,176014,176830,177593,178250,178972,179935,180915,181994,183177,184552,185943,187006,187981,188697,189544,190360,191236,192216,193464,194907,196409,197748,199192,200463,201879,202928,204152,205184,206386,207323,208437,209647,211121,212611,214065,215612,217305,218980,222635,226349,229263,230262,231135,233162,235235,237269,239134,241137,243327,245434,247366,249767,252593,255534,258211,260050,261745,263565,265975,268556,270895,273273,275463,277006,278777,280799,283231,285373,287401,289358,291359,293073,294767,296296,298065,299753,301500,303776,306158,308503,310713,312937,315164,316918,318375,319976,323789,328034,333106,337493,343901,350922,357458,362742,367845,374177,378929,382752,383719,394305,404564,416441
2467,1557,Ouachita County,County,AR,AR,Camden,5,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40295,40466,40473,40680,40901,41080,41085,40981,40985,41112,41357,41678,42051,42429,42716,42867,42939,42941,42998,43032,43183,43432,43770,44239,44750,45203,45538,45823,46103,46329,46426,46401,46428,46461,46710,46937,47185,47358,47443,47530,47550,47628,47582,47617,47592,47677,47731,47839,47928,48044,48136,48254,48153,48026,47792,47695,47547,47297,47110,46625,46385,46143,46354,46491,46490,46263,45966,45854,45379,44919,44311,44358,44227,44032,43688,43544,43518,43426,43362,43244,43191,43113,43068,43083,43148,43300,43352,43365,43176,43047,42931,42861,42915,42918,43013,43022,43229,43441,43703,43823,44029,44139,44198,44196,44129,44212,44223,44361,44370,44351,44323,44367,44408,44475,44592,44780,44909,44948,44949,44934,44819,44738,44640,44755,44790,44815,44869,44860,44847,44808,44885,45035,45151,45215,45331,45417,45748,46038,46549,46867,47318,47517,47789,48141,48373,48613,48572,48704,48740,48996,49090,49354,49606,50062,50462,50815,50939,51107,51026,51238,51154,51492,51698,52098,52266,52381,52766,53130,53701,53716,53676,53507,53591,53867,53743,53695,53686,54070,54364,54575,54930,55161,55152,54909,54855,55169,55860,56474,56891,57267,57933,58407,58673,58874,59063,59360,58961,58735,58132,58146,58325,58603,58696,58536,58482,58481,58691,58810,59370,58336,57827,57078,57853,58347,58790,59118,59433,59708,60250,60622,60904,61897,62981,64666
2965,1558,Mille Lacs County,County,MN,MN,Minneapolis-St. Paul-Bloomington,27,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173336,173313,173278,173425,173641,173780,173379,172444,170890,169349,167992,167086,166142,165140,164504,163986,163807,163258,162652,161631,160203,158723,156833,155063,153209,151888,150805,150086,149782,149770,149688,149036,148005,147084,146249,145890,145202,144319,143022,141723,140778,139821,139017,138409,138000,137241,136509,135684,135259,134542,133919,133364,132969,132630,132546,132452,132416,132223,131897,131675,131423,131439,131339,131229,131251,131519,131926,132518,132785,133027,133086,133270,133530,133763,134063,134437,134860,135371,135912,136434,137105,137254,137261,136934,136926,136820,136830,136719,136910,137320,137881,138553,139461,140279,140756,140842,141175,141590,141844,142430,143010,143887,144464,145424,146426,147239,147803,148205,148710,149307,149985,150730,151415,152259,153081,153982,154797,155712,156609,157373,158083,158917,159910,160931,161892,162808,163713,164612,165574,166632,167818,168738,169561,170235,170989,171606,172315,173166,174180,175209,176264,177513,178745,179942,180965,181332,181707,181720,181573,181337,181376,182198,183037,184108,184923,185905,186666,188209,189743,192656,195492,198584,200735,202667,204771,207024,209810,212446,214700,216294,219926,223364,225627
865,1559,Benton County,County,IA,IA,Cedar Rapids,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128459,128257,127890,127219,126668,126186,125895,125718,126197,126562,126989,126954,127149,127211,127079,126561,126210,126200,126536,126516,126380,126058,125846,125547,125389,125217,124920,124544,124328,124543,124894,125121,124826,124655,124526,124768,124811,124924,124866,124780,124745,125036,125490,125854,125999,126085,126220,126395,126545,126708,126833,126665,126457,126376,126690,126968,127027,127138,127196,127397,127651,128005,128471,128815,129177,129374,129547,129727,130006,130362,131619,132791,134023,134334,134761,135055,135454,135831,136538,137188,137927,138224,138560,138918,139350,139790,140144,140542,140988,141449,141583,141703,141813,142314,142849,143415,144023,144654,145282,145892,146341,146692,146956,147257,147597,148078,148166,148295,148466,149042,149654,149923,150156,150352,150697,150996,151320,151667,152132,152579,153008,153428,153889,154402,154924,155462,155947,156453,156750,157067,157400,157810,158148,158099,157909,157846,158134,158230,158305,158483,159289,159781,161319,162933,164956,166167,167647,169290,170504,171454,172588,173603,174419,176553,178927,181519
1924,1560,McNairy County,County,TN,TN,,47,109,57313,57264,57152,56998,56895,56926,57142,57305,57529,57556,57920,58246,58836,59098,59291,59468,59752,60024,60208,60328,60427,60642,60843,61125,61170,61214,61261,61272,61327,61328,61499,61564,61624,61715,61889,61994,62059,62150,62457,62609,62762,62801,63008,63168,63244,63336,63464,63619,63606,63743,64030,64375,64676,64992,65404,65707,65952,66245,66572,66863,67012,67398,67964,68731,69332,69819,70293,69914,69467,68913,69086,69352,69509,69788,70287,70923,71486,71776,71876,73409,74908,76616,76811,77034,77158,77554,77999,78382,78448,78456,78553,78830,79074,79103,78994,78827,78811,78842,78965,79074,79158,79130,79053,78956,78927,78861,78814,78661,78540,78433,78398,78247,77942,77527,77144,76713,76344,75905,75622,75302,75051,74861,74704,74663,74604,74477,74423,74341,74428,74290,74100,73712,73247,72689,72172,71830,71629,71616,71657,71745,71858,71832,71835,71726,71698,71536,71396,71275,71218,71222,71127,71082,71034,71157,71330,71496,71788,71965,72064,71973,72000,72114,72270,72365,72514,72679,72883,73057,73424,73820,74180,74377,74616,74839,75032,75090,75179,75260,75390,75395,75400,75414,75492,75640,75818,76151,76347,76633,76897,77243,77487,77790,78255,78733,79139,79447,79804,80004,80230,80450,80708,81044,81376,81890,82553,83221,83886,84492,85141,85665,86086,86503,86986,87423,87764,88168,88512,88936,89460,89998,90479,90825,91260,91573,91720,91904,92317,92774,93053,93183,93528,93868,94326,94595,94934,95346,95566,95628,95650,95802,96186,97426,98689,99848,100041,100109,100087,99856,99911,98836,98552,98181,100319,102141,103723,104043,104201,104912,106238,107787,109351,110394,110404,112590,114537,118427
1081,1561,Hardin County,County,TN,TN,,47,71,64761,64929,65091,65404,65718,66058,66372,66731,67052,67269,67533,67786,68191,68314,68589,68798,69165,69516,69949,70357,70701,70995,71248,71446,71499,71573,71562,71635,71868,72202,72589,72853,73127,73402,73620,73718,73805,73970,74212,74460,74658,74964,75169,75465,75630,75902,76099,76322,76460,76663,76863,76888,76989,76910,77154,77178,77344,77457,77748,78129,78485,78664,78789,79099,79411,80212,80676,81145,81248,81355,81624,81950,82391,82873,83207,83697,83998,84507,84810,86337,87194,89114,90850,91846,91184,90104,90087,90484,90474,90432,90658,91650,92731,93658,94110,94313,94767,94681,94826,94839,94878,95014,95046,94953,94762,94594,94393,94172,94028,94086,94196,94199,94068,93569,92903,92024,91385,90875,90421,90058,89821,89828,89838,89975,90205,90432,90606,90633,90684,90544,90176,89738,89352,89130,88925,88804,88755,88732,88678,88680,88781,88867,88875,88798,88819,88922,89054,89166,89211,89163,89070,88970,89070,89139,89224,89363,89400,89535,89463,89565,89616,89730,89911,90076,90247,90406,90627,90822,91247,91632,92167,92484,93021,93429,93891,94250,94635,94972,95291,95759,96253,96712,97130,97571,97965,98435,98791,99239,99635,100187,100668,101040,101423,101951,102583,103262,103966,104517,104835,105057,105252,105570,105885,106278,106794,107286,107872,108322,108833,109266,109693,110077,110601,111137,111632,112043,112467,113097,113743,114445,115112,115706,116259,116740,117370,118020,118726,119186,119617,119927,120203,120364,120546,120797,120916,121113,121237,121421,121597,121938,122314,123335,124289,125451,125875,126093,126177,126037,125994,125715,126386,127366,130115,132261,134022,134427,135158,136336,137653,138816,139976,140922,141340,144353,147388,152391
2652,1562,Chattooga County,County,GA,GA,Summerville,13,55,59486,59605,59966,60418,60751,60837,61013,61508,62093,62705,63181,63820,64387,64844,65166,65500,66009,66480,66988,67278,67633,67932,68317,68587,68736,68763,68801,68989,69223,69471,69692,69914,70152,70378,70628,70746,70773,70803,70850,70948,71038,71100,71278,71575,71913,72316,72662,73094,73283,73391,73396,73543,73698,73881,74073,74341,74714,74964,75315,75632,76114,76356,76499,76512,76702,76966,77330,77727,78083,78409,78648,78878,78855,78747,78648,78583,78615,78610,78884,79309,79871,80395,80688,80876,80895,80970,80991,81107,80968,80840,80567,80658,80794,81005,81088,81080,81089,80871,80615,80202,79830,79393,78797,78218,77793,77583,77417,77012,76520,76085,75692,75259,74606,73918,73501,73128,72626,71937,71201,70701,69996,69428,68921,68710,68526,68386,68329,68182,67857,67417,66888,66387,65913,65502,65065,64483,63997,63600,63298,62966,62613,62187,61806,61429,61067,60862,60726,60735,60647,60561,60481,60403,60411,60485,60703,60931,61285,61577,61928,62239,62534,62778,62972,63194,63467,63742,64031,64179,64389,64649,64983,65374,65745,66120,66229,66304,66455,66686,66969,67256,67544,67776,67969,68284,68683,69006,69296,69379,69452,69525,69766,70126,70325,70600,70787,71228,71461,71788,71929,72143,72299,72590,73052,73350,73692,73894,74147,74250,74341,74529,74781,74964,75289,75493,75691,75896,76312,76885,77398,77915,78422,79020,79420,79710,79864,80123,80506,80926,81459,82009,82703,83577,84417,85229,85737,86246,86618,86983,86822,86470,86041,86262,86689,86986,87143,87319,87726,88041,88306,88209,89164,90224,92541,93261,94295,94681,96211,96700,97296,97589,98609,99373,99806,102125,104267,107661
746,1563,Texas County,County,MO,MO,,29,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91071,91406,91336,90831,90108,89070,88842,88351,88528,88722,89382,89838,89849,89402,89229,88181,87883,88624,92669,96315,98836,99228,100095,100635,101771,101564,101418,100481,99779,99114,98769,98589,98923,99055,99590,99446,99655,99827,100335,100366,100919,101261,100840,100000,99559,99932,100549,101278,102219,102789,103277,103414,103773,103653,103566,103416,103724,104187,104873,105569,105997,106302,106658,107202,107567,107697,107682,107682,107794,108114,108528,108945,109555,110220,110937,111472,112052,112381,112541,112623,112746,113009,113373,113871,114715,115632,116657,117172,117485,117685,117787,117868,118037,118574,119158,119820,120937,122392,123631,124573,125143,125596,125730,125951,126213,126585,126671,127020,127197,127826,127070,128441,129196,130885,130336,130309,130354,130665,130563,130573,130726,130862,131883,132813,134028,134077,135788,137884,141005,142416,144325,145577,147316,148428,149972,150749,151476,153224,155579,158529
2278,1564,Franklin County,County,KS,KS,Ottawa,20,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108883,109591,109670,109803,109537,109688,110192,110714,111142,111416,111545,111755,112432,113333,114140,114973,115678,116189,116660,117097,117631,117845,118051,118211,117937,117749,117557,117671,117632,117876,117971,118345,118263,118361,118017,118019,117795,117693,117401,117149,116940,116819,116937,117407,117763,118051,117910,117778,117510,117224,116846,116405,116051,115812,115718,115691,115538,115449,115264,115328,115348,115491,115259,114898,114581,114460,114391,114096,113785,113549,113328,113328,113136,112897,112493,112147,112035,111874,111803,111640,111442,111391,111270,111368,111450,111321,111136,110788,110769,110660,110607,110547,110492,110461,110428,110398,110425,110774,111168,111553,111593,111609,111606,111765,111989,112281,112564,112917,113194,113347,113529,113617,113774,113902,114233,114532,114839,115100,115428,115651,115915,116183,116469,116756,116995,117309,117641,117975,118301,118605,119001,119479,119999,120460,120861,121299,121686,122136,122684,123119,123624,123932,124543,124913,125398,125761,126164,126527,126985,127677,128370,129025,129570,130276,131043,131793,132466,132829,133371,133879,134622,135154,135521,135870,136216,136747,137309,138016,138714,139573,139996,140405,140636,141053,141405,141824,142168,142507,142806,143130,143483,143887,144637,145110,145635,146743,148200,150907,153858,157164,159721,161842,163853,165730,167633,169281,170793,171432,173476,175299,176753
2187,1565,Cherokee County,County,AL,AL,,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101444,103152,103374,103902,103679,103243,102935,102250,101733,101404,100975,100253,100059,99395,99152,98188,97919,97931,98470,98592,98157,97376,96620,96467,96756,97261,97173,96322,95972,96009,96498,96588,98580,99187,99337,98207,98810,99678,99739,99257,98612,98475,98631,99045,98381,97503,96640,96873,97189,97645,98971,100323,101534,101565,101809,102155,102551,103045,103573,103086,103312,102669,103295,102868,103178,103518,103841,103976,104660,105490,106530,107138,107045,107979,108289,109355,109018,109336,109594,110265,110752,111103,111693,112194,112650,113005,113531,114068,114206,114300,114313,114760,115001,115620,116335,116995,117165,117207,117404,117807,118012,118452,119161,119939,120554,121212,122100,123078,123552,123959,124123,124678,124897,125349,125518,125806,126010,126948,128088,129295,129602,129753,129758,130029,130281,130890,131744,132422,132671,133556,134888,137791,139826,142186,143327,144664,145927,147618,149480,151084,151795,151774,153768,154998,157317
2205,1566,Cleburne County,County,AR,AR,,5,23,90366,90576,90895,91761,92603,93250,93544,93864,94339,94806,95560,96083,96769,97002,97418,97680,97890,98157,98297,98352,98219,98149,98234,98231,98151,98339,98451,98803,99086,99695,100196,100642,100954,101291,101515,101772,102045,102469,102863,103151,103467,103776,104227,104636,105170,105680,106169,106601,107064,107656,108341,109003,109478,109984,110499,111218,112071,112946,113609,114088,114898,115995,116924,117533,117892,118478,119180,119885,120656,121225,121870,122532,123252,124006,124742,125397,125874,126371,126900,127546,127919,128376,128710,129162,129529,130032,130458,130944,131160,131243,131113,131313,131629,131985,131971,131908,131867,131888,131808,131683,131707,131749,131761,131566,131660,131586,131673,131619,131566,129532,127419,125380,125215,124852,124314,123695,123198,122905,122743,122605,122602,122221,122005,121815,122083,122133,122019,121910,121864,121875,121754,121553,121324,121431,121384,121460,121266,121322,121314,121380,121601,121736,121905,121709,121341,120965,120774,121014,121353,121877,122303,122672,122875,123056,123146,123390,123633,123941,124087,124207,124214,124269,124278,124228,124090,123960,123963,123998,124251,124566,125062,125385,125625,125737,125871,126139,126378,126625,126795,126970,127238,127507,127976,128302,128623,128850,129157,129414,129663,129971,130320,130788,131168,131654,132011,132381,132709,133096,133572,134035,134428,134784,135137,135557,135959,136398,136940,137467,137910,138264,138706,139143,139443,139707,139967,140099,140503,140931,141650,142087,142561,142913,143111,143281,143464,143854,144395,145060,145748,146302,146943,147419,147910,148220,148555,148823,149073,149364,149229,149166,149212,150040,150824,151428,151100,150735,150546,150640,150891,150936,152126,153248,156327,158932,161939,163485,165081,166655,168086,169397,170507,171616,172535,176142,179676,184849
2898,1567,Charlevoix County,County,MI,MI,,26,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147387,146926,146636,145776,144700,143436,141941,141225,141043,140936,140590,139684,139378,138758,137791,136529,136785,137564,138794,140245,141966,143885,141633,139024,136460,136582,137297,137871,138918,140303,140798,140880,140686,142155,142098,142361,142074,142672,142810,142691,143217,142944,143208,143294,144878,145836,147379,148056,149062,149940,150662,151002,151098,151189,151489,151654,152507,152698,149086,145111,141309,142049,142461,143050,144983,147094,149392,149925,149836,149805,150524,151772,152727,153168,153648,154484,154816,155236,155720,156442,157457,157885,159352,160221,162095,163248,164453,165442,165972,166613,167177,168164,169269,170125,171482,173158,174901,176088,176807,177497,177952,178780,179797,181088,182465,184403,186806,189131,190872,191993,192442,192290,191924,191641,192644,193376,194407,194000,194717,195466,197751,199583,203239,206022,209795,213236,217308,220910,224120,227357,231177,234670,238323,241018,242321,245283,247911,250119
688,1568,Posey County,County,IN,IN,Evansville,18,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119073,118932,118813,118666,118461,118234,117797,117537,117225,116977,116709,116614,116691,116705,116773,116996,117333,117476,117753,117996,118196,117943,117570,117350,117266,117207,117227,117375,117601,117808,117735,117682,117483,117289,117026,116778,116665,116668,116825,117178,117534,117865,117962,118093,118186,118301,118232,118171,118178,118247,118427,118831,119263,119605,119687,119857,120086,120359,120432,120398,120414,120660,120998,121406,121862,122349,122753,123233,123706,124272,124730,125218,125651,126141,126606,127036,127251,127464,127668,127953,128188,128575,129223,129864,130517,131004,131589,132084,132599,133043,133341,133702,134041,134519,134878,135241,135650,136239,136847,137550,138230,139150,140072,140997,141949,142954,143868,144681,145366,146148,146913,147706,148357,149052,149695,150210,150700,151256,152125,152928,153683,154345,155081,155737,156412,157065,157837,158505,158939,159305,159664,160040,160294,160575,160941,161098,161279,161451,161991,162515,164120,165783,169615,172923,176405,178211,180009,181877,183552,185069,186473,187776,189041,192229,195279,198692
